id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
742,"Ichor of Horizon","Part campaign and part systems puzzle, Ichor of Horizon asks 1–8 players players to master Eurogame priorities under scarce pressure. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Your group manages scarce economies while chasing milestone bonuses; by chapter 6 the board can contain over 29 modular tiles. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Only adaptable crews master Ichor of Horizon, where legacy stickers permanently buff underused strategies and long-term planning matter as much as tactical brilliance.",,"Engine Building|Cards",Eurogame,74.00,4,10,144,"Nimbus Games","Marcus Thorne",1990,/images/fixtures/game_0742.png,2026-01-24T03:55:24+00:00,2026-03-26T10:29:41+00:00,"-0.9438,-0.745,-0.5257,0.8096,0.9371,0.6343,-0.4192,-0.0637"
743,"Elegant El Grande","Designed for newcomer-friendly tables, Elegant El Grande channels frontier diplomacy into a ruleset that stays readable while outcomes stay unpredictable. Map states remain highly legible despite scale; by late game, up to 13 tiles and layered markers support deep positional planning. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Miniatures|Legacy|Solo|Campaign,Strategy,87.13,4,8,31,"Silver Oak Studio","Lena Ortiz",1997,/images/fixtures/game_0743.png,2025-08-20T21:36:50+00:00,2026-03-26T10:29:41+00:00,"-0.4318,-0.8315,-0.6059,0.9665,0.6185,-0.07,-0.6351,-0.0082"
744,"Ego under Crown","Ego under Crown blends Thematic structure with Miniatures chaos, delivering 82-minute arcs where every decision compounds into later chapters. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Action windows stay short, but consequence chains run long, especially in sessions around 82 minutes where adaptation beats scripted play. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Campaign|Miniatures|Dice|Solo,Thematic,67.50,3,9,133,"Indigo Forge","Lena Ortiz",2001,/images/fixtures/game_0744.png,2026-01-09T13:38:43+00:00,2026-03-26T10:29:41+00:00,"0.6706,-0.8831,0.8644,0.4934,0.0841,0.0865,-0.8058,0.2558"
745,"Silos Ancient","At its core, Silos Ancient is a Abstract design where Dice, Miniatures, Solo and Cards mechanisms collide with initiative bidding pacing for 2–5 players groups. Campaign logs track table history, so failed gambits still unlock content; expect up to 4 relic-style upgrades that alter scoring priorities. Only adaptable crews master Silos Ancient, where legacy stickers permanently buff underused strategies and long-term planning matter as much as tactical brilliance.",,Dice|Miniatures|Solo|Cards,Abstract,80.48,1,10,81,"Arcana Works","Elliot Mercer",1994,/images/fixtures/game_0745.png,2025-08-03T05:42:37+00:00,2026-03-26T10:29:41+00:00,"0.3681,0.8942,0.0593,-0.0194,0.1565,0.1937,-0.3481,-0.257"
746,"Harbor without Labyrinth","Harbor without Labyrinth is a mid-weight hobby Party title for 2–3 players that leans into Solo and Cards and programmed actions play. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Solo|Cards,Party,50.29,2,7,159,"Clockwork Labs","Lena Ortiz",2022,/images/fixtures/game_0746.png,2025-04-30T08:13:50+00:00,2026-03-26T10:29:41+00:00,"0.7899,0.1947,-0.4628,0.2063,0.1836,0.6916,0.6184,0.8598"
747,"Tigris and Euphrates: Labyrinth","At its core, Tigris and Euphrates: Labyrinth is a Deck Building design where Cards, Tile Laying, Engine Building and Solo mechanisms collide with initiative bidding pacing for 1–4 players groups. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 159 minutes where adaptation beats scripted play. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Few designs blend Deck Building and Solo this smoothly while remaining approachable across varied player counts.",,"Cards|Tile Laying|Engine Building|Solo","Deck Building",54.92,4,8,131,"Silver Oak Studio","Lena Ortiz",2009,/images/fixtures/game_0747.png,2025-09-10T22:40:08+00:00,2026-03-26T10:29:41+00:00,"-0.5239,-0.3906,0.6507,-0.1203,-0.4674,-0.4678,-0.2011,0.4195"
748,"Gang of Dice Bold","Built around Strategy systems, Gang of Dice Bold pushes Cards choices across 13 linked sessions and rewards tables that enjoy expedition survival. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Your group manages feast-or-famine economies while chasing milestone bonuses; by chapter 7 the board can contain over 14 modular tiles. If your table likes post-game debriefs, Gang of Dice Bold will spark them—nearly every finale feels earned, messy, and memorable.",,"Cards|Legacy|Tile Laying",Strategy,78.52,3,8,165,"Arcana Works","Soraya Kline",1990,/images/fixtures/game_0748.png,2025-11-24T14:14:52+00:00,2026-03-26T10:29:41+00:00,"-0.9622,0.3238,0.9547,-0.1343,0.0424,0.9082,0.1948,0.6733"
749,"Council without Azul","Council without Azul is a brain-burner Deck Building title for 1–3 players that leans into Solo, Campaign, Tile Laying and Legacy and sequential tactical turns play. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Win or lose, Council without Azul tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Solo|Campaign|Tile Laying|Legacy","Deck Building",76.51,2,8,30,"Clockwork Labs","Soraya Kline",2010,/images/fixtures/game_0749.png,2025-10-17T08:10:05+00:00,2026-03-26T10:29:41+00:00,"-0.2787,0.3703,0.0906,0.6941,-0.9474,-0.997,0.2043,-0.8778"
750,"Scout: Conclave","Built around Deck Building systems, Scout: Conclave pushes Engine Building choices across 14 linked sessions and rewards tables that enjoy merchant drama. A standout mechanic tied to Engine Building means even safe plans can collapse if opponents read your tempo one round ahead. Campaign logs track table history, so failed gambits still unlock content; expect up to 9 relic-style upgrades that alter scoring priorities. Few designs blend Deck Building and Engine Building this smoothly while remaining approachable across varied player counts.",,"Engine Building|Solo","Deck Building",45.62,1,9,89,"Arcana Works","Soraya Kline",2023,/images/fixtures/game_0750.png,2025-04-19T19:51:12+00:00,2026-03-26T10:29:41+00:00,"-0.4529,-0.7151,0.7989,-0.9828,0.4435,-0.3913,0.5452,-0.9288"
751,"El Grande against Citadel","El Grande against Citadel opens like a classic Eurogame game, then quickly reveals Dice layers that reward long-form table memory. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 7 new scoring hooks reshape optimal lines. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Win or lose, El Grande against Citadel tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Solo|Dice|Tile Laying",Eurogame,43.82,4,6,56,"Silver Oak Studio","Akira Flynn",2019,/images/fixtures/game_0751.png,2025-05-27T11:43:31+00:00,2026-03-26T10:29:41+00:00,"0.0951,-0.7067,-0.2969,-0.0253,0.6383,-0.6011,-0.5479,-0.3646"
752,"Scout: Council","Built around Eurogame systems, Scout: Council pushes Engine Building choices across 5 linked sessions and rewards tables that enjoy arcane rivalry. Your group manages scarce economies while chasing milestone bonuses; by chapter 4 the board can contain over 17 modular tiles. If your table likes post-game debriefs, Scout: Council will spark them—nearly every finale feels earned, messy, and memorable.",,"Legacy|Engine Building|Miniatures|Tile Laying",Eurogame,31.45,2,8,75,"Clockwork Labs","Soraya Kline",1995,/images/fixtures/game_0752.png,2025-10-23T03:29:55+00:00,2026-03-26T10:29:41+00:00,"0.9922,-0.6879,0.4568,-0.4037,0.9451,0.3892,0.7668,-0.0844"
753,"Zoo Vadis: Comet","Zoo Vadis: Comet opens like a classic Abstract game, then quickly reveals Legacy layers that reward long-form table memory. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 135 minutes where adaptation beats scripted play. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Veteran groups report that Zoo Vadis: Comet shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Cards|Legacy|Miniatures",Abstract,56.37,4,5,65,"Clockwork Labs","Akira Flynn",2010,/images/fixtures/game_0753.png,2025-05-27T20:16:28+00:00,2026-03-26T10:29:41+00:00,"-0.3118,0.0852,-0.5652,-0.4826,-0.886,0.0108,-0.2872,-0.0706"
754,"Arcane Loops","Arcane Loops frames arcane rivalry as a living sandbox: each scenario escalates pressure while 2–3 players teams improvise around shifting incentives. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. By mid-campaign, 8 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Solo|Dice|Miniatures",Party,83.49,3,7,133,"Silver Oak Studio","Soraya Kline",2019,/images/fixtures/game_0754.png,2026-03-21T10:17:59+00:00,2026-03-26T10:29:41+00:00,"-0.7877,0.6275,0.0513,0.5691,-0.386,0.2163,-0.6544,-0.8843"
755,"Festival Dominion","At its core, Festival Dominion is a Eurogame design where Tile Laying, Cards, Engine Building and Dice mechanisms collide with real-time bursts pacing for 1–5 players groups. Your group manages predictable economies while chasing milestone bonuses; by chapter 4 the board can contain over 30 modular tiles. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Tile Laying|Cards|Engine Building|Dice",Eurogame,61.13,4,8,115,"Clockwork Labs","Marcus Thorne",2010,/images/fixtures/game_0755.png,2025-12-08T15:06:14+00:00,2026-03-26T10:29:41+00:00,"0.8267,-0.36,0.238,0.2667,-0.2687,0.8639,0.7503,0.1963"
756,"Ego Strategic","Ego Strategic frames frontier diplomacy as a living sandbox: each scenario escalates pressure while 1–3 players teams improvise around shifting incentives. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Solo|Legacy,Abstract,32.68,4,7,100,"Clockwork Labs","Soraya Kline",2007,/images/fixtures/game_0756.png,2025-08-13T19:45:58+00:00,2026-03-26T10:29:41+00:00,"-0.5361,0.8063,0.4949,0.3755,0.21,0.7053,0.0096,0.7752"
757,"Inis: Silos","Built around Thematic systems, Inis: Silos pushes Engine Building choices across 9 linked sessions and rewards tables that enjoy merchant drama. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Campaign logs track table history, so failed gambits still unlock content; expect up to 6 relic-style upgrades that alter scoring priorities. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Cards|Engine Building",Thematic,31.08,4,6,43,"Clockwork Labs","Akira Flynn",1996,/images/fixtures/game_0757.png,2025-11-11T05:43:29+00:00,2026-03-26T10:29:41+00:00,"0.1773,0.8143,0.0485,0.1968,-0.423,-0.8724,0.4188,-0.2199"
758,"Crowned Crown","Crowned Crown opens like a classic Party game, then quickly reveals Campaign layers that reward long-form table memory. Its Party framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 5 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Because scoring vectors drift over time, tables that over-specialize early often get punished once Campaign effects begin stacking. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Solo|Campaign,Party,39.81,1,8,138,"Arcana Works","Elliot Mercer",2007,/images/fixtures/game_0758.png,2025-12-08T08:13:37+00:00,2026-03-26T10:29:41+00:00,"-0.5389,0.5823,-0.6282,0.948,-0.9243,0.4383,-0.7558,-0.8416"
759,"Zoo Vadis: Labyrinth","Zoo Vadis: Labyrinth frames guild conspiracies as a living sandbox: each scenario escalates pressure while 1–3 players teams improvise around shifting incentives. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 3 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Win or lose, Zoo Vadis: Labyrinth tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Miniatures|Campaign|Tile Laying|Legacy",Eurogame,55.29,3,5,174,"Indigo Forge","Soraya Kline",1992,/images/fixtures/game_0759.png,2026-01-08T06:00:00+00:00,2026-03-26T10:29:41+00:00,"-0.4385,-0.268,-0.396,0.6817,-0.395,-0.0707,-0.0058,0.4238"
760,"Azul: Silos","Built around Thematic systems, Azul: Silos pushes Legacy choices across 13 linked sessions and rewards tables that enjoy arcane rivalry. Map states remain highly legible despite scale; by late game, up to 13 tiles and layered markers support deep positional planning. Veteran groups report that Azul: Silos shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Cards|Legacy,Thematic,63.22,1,8,175,"Arcana Works","Marcus Thorne",1994,/images/fixtures/game_0760.png,2025-05-10T05:44:47+00:00,2026-03-26T10:29:41+00:00,"0.423,0.8662,0.4021,-0.9339,0.7624,-0.2016,-0.0423,-0.9552"
761,"Monolith under Legacy","Monolith under Legacy frames mythic restoration as a living sandbox: each scenario escalates pressure while 1–7 players teams improvise around shifting incentives. Map states remain highly legible despite scale; by late game, up to 30 tiles and layered markers support deep positional planning. Only adaptable crews master Monolith under Legacy, where legacy stickers permanently buff underused strategies and long-term planning matter as much as tactical brilliance.",,Campaign|Cards,Co-op,81.89,2,9,63,"Silver Oak Studio","Marcus Thorne",1990,/images/fixtures/game_0761.png,2025-09-23T18:55:50+00:00,2026-03-26T10:29:41+00:00,"-0.6417,-0.2116,-0.4994,0.8184,-0.6795,-0.3382,0.3913,0.1818"
762,"Heat: Scout","Heat: Scout opens like a classic Abstract game, then quickly reveals Solo layers that reward long-form table memory. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Solo|Dice|Campaign,Abstract,87.51,3,7,145,"Arcana Works","Elliot Mercer",2009,/images/fixtures/game_0762.png,2025-12-12T12:07:04+00:00,2026-03-26T10:29:41+00:00,"-0.4713,0.0128,0.7467,-0.6248,0.4219,-0.6319,0.1731,0.6952"
763,"My City Arcane","My City Arcane opens like a classic Party game, then quickly reveals Campaign layers that reward long-form table memory. Economy rails are intentionally unstable: once players trigger threshold events, 7 new scoring hooks reshape optimal lines. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Tile Laying|Campaign",Party,59.94,4,7,114,"Arcana Works","Nico Valdez",2011,/images/fixtures/game_0763.png,2025-03-31T02:08:25+00:00,2026-03-26T10:29:41+00:00,"-0.3837,-0.1332,0.7847,0.1332,0.2704,0.5378,0.0459,-0.6987"
764,"Island beyond Peacocks","Island beyond Peacocks blends Family structure with Solo chaos, delivering 110-minute arcs where every decision compounds into later chapters. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Map states remain highly legible despite scale; by late game, up to 22 tiles and layered markers support deep positional planning. If your table likes post-game debriefs, Island beyond Peacocks will spark them—nearly every finale feels earned, messy, and memorable.",,"Solo|Miniatures|Tile Laying|Dice",Family,68.08,3,5,32,"Clockwork Labs","Elliot Mercer",1999,/images/fixtures/game_0764.png,2026-01-23T13:33:06+00:00,2026-03-26T10:29:41+00:00,"-0.5873,-0.0444,0.6067,-0.9673,-0.2008,-0.7103,-0.4029,-0.274"
765,"Forge beyond Guild","Forge beyond Guild blends Party structure with Tile Laying chaos, delivering 62-minute arcs where every decision compounds into later chapters. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. If your table likes post-game debriefs, Forge beyond Guild will spark them—nearly every finale feels earned, messy, and memorable.",,"Campaign|Tile Laying|Solo",Party,47.47,4,9,52,"Nimbus Games","Akira Flynn",2020,/images/fixtures/game_0765.png,2026-01-12T22:30:39+00:00,2026-03-26T10:29:41+00:00,"0.0756,0.6344,-0.2206,-0.7584,-0.1553,-0.9236,-0.3775,-0.4667"
766,"Inis Drafting","Inis Drafting frames arcane rivalry as a living sandbox: each scenario escalates pressure while 2–5 players teams improvise around shifting incentives. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 8 new scoring hooks reshape optimal lines. Because scoring vectors drift over time, tables that over-specialize early often get punished once Miniatures effects begin stacking. Only adaptable crews master Inis Drafting, where players vote to rewrite one core rule each chapter and long-term planning matter as much as tactical brilliance.",,"Miniatures|Tile Laying",Co-op,57.76,3,7,64,"Nimbus Games","Akira Flynn",2007,/images/fixtures/game_0766.png,2026-02-10T18:18:52+00:00,2026-03-26T10:29:41+00:00,"0.2907,0.5059,0.7995,0.082,0.695,0.7698,-0.993,0.4163"
767,"Sanctum against Chronicles","At its core, Sanctum against Chronicles is a Deck Building design where Solo, Dice and Engine Building mechanisms collide with initiative bidding pacing for 1–8 players groups. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 8 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. A standout mechanic tied to Solo means even safe plans can collapse if opponents read your tempo one round ahead. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Solo|Dice|Engine Building","Deck Building",80.63,1,6,88,"Indigo Forge","Soraya Kline",2023,/images/fixtures/game_0767.png,2025-10-14T23:05:51+00:00,2026-03-26T10:29:41+00:00,"-0.84,-0.643,0.3496,-0.3873,-0.3552,0.6833,-0.9223,0.3755"
768,"Zoo Vadis Competitive","Zoo Vadis Competitive frames frontier diplomacy as a living sandbox: each scenario escalates pressure while 2–6 players teams improvise around shifting incentives. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Campaign logs track table history, so failed gambits still unlock content; expect up to 3 relic-style upgrades that alter scoring priorities. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Only adaptable crews master Zoo Vadis Competitive, where weather tracks alter core action costs between rounds and long-term planning matter as much as tactical brilliance.",,"Engine Building|Cards",Family,26.33,4,9,155,"Nimbus Games","Lena Ortiz",1998,/images/fixtures/game_0768.png,2025-08-01T02:50:46+00:00,2026-03-26T10:29:41+00:00,"0.9373,0.731,-0.8213,0.6467,-0.8564,0.9177,0.2747,-0.5368"
769,"Tatari Epic","Tatari Epic opens like a classic Strategy game, then quickly reveals Cards layers that reward long-form table memory. Your group manages swingy economies while chasing milestone bonuses; by chapter 5 the board can contain over 16 modular tiles. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Miniatures|Cards,Strategy,77.81,2,9,153,"Arcana Works","Akira Flynn",2018,/images/fixtures/game_0769.png,2025-11-17T16:38:51+00:00,2026-03-26T10:29:41+00:00,"0.3592,0.885,0.8427,-0.8555,-0.2606,-0.4498,0.2752,0.7029"
770,"Trails against Forge","Trails against Forge frames guild conspiracies as a living sandbox: each scenario escalates pressure while 2–4 players teams improvise around shifting incentives. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 5 escalating complications. If your table likes post-game debriefs, Trails against Forge will spark them—nearly every finale feels earned, messy, and memorable.",,"Cards|Solo|Tile Laying","Deck Building",48.95,2,7,92,"Indigo Forge","Elliot Mercer",2001,/images/fixtures/game_0770.png,2025-05-13T03:04:08+00:00,2026-03-26T10:29:41+00:00,"0.6021,-0.5854,-0.6221,-0.7214,-0.3942,-0.8507,0.0767,-0.6568"
771,"Voyage under Alliance","Voyage under Alliance blends Abstract structure with Legacy chaos, delivering 162-minute arcs where every decision compounds into later chapters. Core turns revolve around simultaneous planning: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Legacy|Tile Laying|Solo",Abstract,73.14,2,9,60,"Arcana Works","Elliot Mercer",1995,/images/fixtures/game_0771.png,2025-09-21T11:28:38+00:00,2026-03-26T10:29:41+00:00,"0.6036,0.8267,0.3162,-0.7981,-0.1508,-0.9669,-0.2546,0.2018"
772,"Championship of Caravan","Built around Party systems, Championship of Caravan pushes Legacy choices across 7 linked sessions and rewards tables that enjoy expedition survival. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 103 minutes where adaptation beats scripted play. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Win or lose, Championship of Caravan tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Legacy|Engine Building|Solo|Campaign",Party,25.69,3,5,164,"Silver Oak Studio","Marcus Thorne",2022,/images/fixtures/game_0772.png,2025-08-12T23:37:06+00:00,2026-03-26T10:29:41+00:00,"-0.2649,0.5346,-0.8861,-0.1941,-0.6229,0.5947,0.9037,-0.4345"
773,"Cosmic Azul","Cosmic Azul frames political intrigue as a living sandbox: each scenario escalates pressure while 2–8 players teams improvise around shifting incentives. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Round structure forces meaningful tradeoffs between tempo and efficiency; over 6 chapters, even small resource leaks become strategic liabilities. Few designs blend Abstract and Miniatures this smoothly while remaining approachable across varied player counts.",,"Miniatures|Solo|Tile Laying",Abstract,55.82,1,9,120,"Indigo Forge","Marcus Thorne",2002,/images/fixtures/game_0773.png,2025-09-30T10:56:12+00:00,2026-03-26T10:29:41+00:00,"-0.7292,0.5556,-0.2744,-0.6024,-0.3895,-0.8606,-0.6492,-0.2875"
774,"Ichor Stressful","At its core, Ichor Stressful is a Co-op design where Legacy, Cards and Tile Laying mechanisms collide with draft-and-resolve rounds pacing for 1–7 players groups. By mid-campaign, 6 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Legacy|Cards|Tile Laying",Co-op,62.14,1,6,30,"Arcana Works","Elliot Mercer",2012,/images/fixtures/game_0774.png,2025-11-07T09:13:15+00:00,2026-03-26T10:29:41+00:00,"0.3191,0.1338,-0.3895,-0.886,0.928,0.7661,-0.8192,-0.9627"
775,"Dominion against Bazaar","Part campaign and part systems puzzle, Dominion against Bazaar asks 1–6 players players to master Party priorities under swingy pressure. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 76 minutes where adaptation beats scripted play. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Only adaptable crews master Dominion against Bazaar, where neutral factions can be bribed to swing regional control and long-term planning matter as much as tactical brilliance.",,Campaign|Legacy,Party,67.71,1,6,76,"Nimbus Games","Elliot Mercer",2001,/images/fixtures/game_0775.png,2025-09-14T05:16:06+00:00,2026-03-26T10:29:41+00:00,"0.7014,0.9318,-0.5334,-0.234,0.0831,-0.4026,0.5469,0.3311"
776,"Tatari Crowned","At its core, Tatari Crowned is a Thematic design where Solo, Cards, Miniatures and Legacy mechanisms collide with programmed actions pacing for 2–7 players groups. Round structure forces meaningful tradeoffs between tempo and efficiency; over 6 chapters, even small resource leaks become strategic liabilities. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Solo|Cards|Miniatures|Legacy,Thematic,42.30,4,7,99,"Nimbus Games","Nico Valdez",2004,/images/fixtures/game_0776.png,2025-04-12T05:43:52+00:00,2026-03-26T10:29:41+00:00,"0.7797,0.964,-0.5664,-0.1552,0.1784,0.8884,0.4503,0.7452"
777,"Alliance without Harvest","Alliance without Harvest blends Deck Building structure with Tile Laying chaos, delivering 180-minute arcs where every decision compounds into later chapters. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Miniatures|Tile Laying|Dice","Deck Building",81.81,3,8,129,"Arcana Works","Nico Valdez",2011,/images/fixtures/game_0777.png,2025-05-03T08:15:08+00:00,2026-03-26T10:29:41+00:00,"-0.4154,-0.5347,0.4306,0.0456,0.487,-0.3505,0.8635,0.0678"
778,"Legion without Loops","Part campaign and part systems puzzle, Legion without Loops asks 1–7 players players to master Family priorities under swingy pressure. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 12 tiles and layered markers support deep positional planning. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Legacy|Campaign|Cards,Family,44.38,2,8,130,"Nimbus Games","Lena Ortiz",1997,/images/fixtures/game_0778.png,2025-05-24T15:47:41+00:00,2026-03-26T10:29:41+00:00,"-0.5153,0.5266,0.7363,0.1365,-0.207,-0.7197,-0.102,0.7503"
779,"Horizon under Kingdom","At its core, Horizon under Kingdom is a Abstract design where Campaign, Dice and Solo mechanisms collide with simultaneous planning pacing for 2–5 players groups. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Action windows stay short, but consequence chains run long, especially in sessions around 32 minutes where adaptation beats scripted play. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Campaign|Dice|Solo,Abstract,89.01,4,8,47,"Arcana Works","Marcus Thorne",1994,/images/fixtures/game_0779.png,2025-12-24T02:53:39+00:00,2026-03-26T10:29:41+00:00,"-0.0788,0.2264,-0.9416,0.1103,-0.6808,0.692,0.1619,-0.7747"
780,"Echoes without Nana","Echoes without Nana opens like a classic Party game, then quickly reveals Miniatures layers that reward long-form table memory. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Miniatures|Campaign|Legacy|Tile Laying",Party,58.34,4,8,47,"Silver Oak Studio","Marcus Thorne",2008,/images/fixtures/game_0780.png,2025-05-09T18:30:49+00:00,2026-03-26T10:29:41+00:00,"0.0757,0.5979,0.1885,0.7029,-0.5927,-0.5637,-0.0639,-0.4676"
781,"Elegant Tatari","Elegant Tatari is a mid-weight hobby Party title for 1–4 players that leans into Solo and Legacy and sequential tactical turns play. Your group manages tight economies while chasing milestone bonuses; by chapter 5 the board can contain over 18 modular tiles. Veteran groups report that Elegant Tatari shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Solo|Legacy,Party,52.59,3,8,61,"Nimbus Games","Soraya Kline",2002,/images/fixtures/game_0781.png,2025-06-20T21:39:05+00:00,2026-03-26T10:29:41+00:00,"-0.0012,0.7622,-0.3943,-0.386,-0.2749,0.1951,0.6019,-0.1219"
