id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
238,"Silos Radiant","Silos Radiant frames guild conspiracies as a living sandbox: each scenario escalates pressure while 1–3 players teams improvise around shifting incentives. Map states remain highly legible despite scale; by late game, up to 17 tiles and layered markers support deep positional planning. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Cards|Legacy|Miniatures|Tile Laying",Eurogame,30.30,2,5,76,"Nimbus Games","Soraya Kline",2022,/images/fixtures/game_0238.png,2026-02-07T10:37:31+00:00,2026-03-26T10:29:41+00:00,"-0.4981,0.8072,-0.0084,0.1864,0.4818,0.5128,0.5145,0.9687"
239,"Orbit: Silos","Orbit: Silos opens like a classic Co-op game, then quickly reveals Solo layers that reward long-form table memory. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Map states remain highly legible despite scale; by late game, up to 27 tiles and layered markers support deep positional planning. Only adaptable crews master Orbit: Silos, where a reputation system unlocks asymmetric late-game powers and long-term planning matter as much as tactical brilliance.",,"Solo|Tile Laying|Dice",Co-op,40.70,4,9,72,"Indigo Forge","Nico Valdez",2000,/images/fixtures/game_0239.png,2025-06-25T00:14:58+00:00,2026-03-26T10:29:41+00:00,"-0.8921,-0.3784,-0.4507,-0.1145,0.7814,-0.718,-0.5207,0.5522"
240,"Azul: Bazaar","Azul: Bazaar opens like a classic Abstract game, then quickly reveals Cards layers that reward long-form table memory. Action windows stay short, but consequence chains run long, especially in sessions around 147 minutes where adaptation beats scripted play. If your table likes post-game debriefs, Azul: Bazaar will spark them—nearly every finale feels earned, messy, and memorable.",,"Cards|Solo|Engine Building",Abstract,33.85,3,9,61,"Indigo Forge","Soraya Kline",2018,/images/fixtures/game_0240.png,2025-09-20T19:29:15+00:00,2026-03-26T10:29:41+00:00,"-0.0948,-0.0808,-0.6602,-0.9589,0.6466,-0.5904,-0.5212,0.1288"
241,"Zoo Vadis: Observatory","Zoo Vadis: Observatory opens like a classic Family game, then quickly reveals Engine Building layers that reward long-form table memory. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 6 chapters, even small resource leaks become strategic liabilities. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. If your table likes post-game debriefs, Zoo Vadis: Observatory will spark them—nearly every finale feels earned, messy, and memorable.",,"Engine Building|Dice|Solo|Campaign",Family,43.64,3,7,116,"Silver Oak Studio","Marcus Thorne",1994,/images/fixtures/game_0241.png,2025-07-18T00:24:01+00:00,2026-03-26T10:29:41+00:00,"-0.8724,-0.6878,-0.8505,0.657,0.7081,0.8205,-0.5491,-0.6833"
242,"Bazaar under Horizon","Bazaar under Horizon is a newcomer-friendly Strategy title for 1–7 players that leans into Campaign and Legacy and sequential tactical turns play. By mid-campaign, 8 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Only adaptable crews master Bazaar under Horizon, where the map physically changes every era and long-term planning matter as much as tactical brilliance.",,Campaign|Legacy,Strategy,75.17,4,6,135,"Arcana Works","Soraya Kline",2016,/images/fixtures/game_0242.png,2025-11-04T16:20:08+00:00,2026-03-26T10:29:41+00:00,"-0.1124,0.7661,-0.863,0.8076,-0.9168,-0.0211,0.8553,0.9874"
243,"Ichor: Legacy","Ichor: Legacy frames mythic restoration as a living sandbox: each scenario escalates pressure while 1–6 players teams improvise around shifting incentives. Campaign logs track table history, so failed gambits still unlock content; expect up to 10 relic-style upgrades that alter scoring priorities. Win or lose, Ichor: Legacy tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Legacy|Miniatures|Cards,Strategy,50.90,3,7,41,"Silver Oak Studio","Soraya Kline",2023,/images/fixtures/game_0243.png,2025-06-26T05:11:18+00:00,2026-03-26T10:29:41+00:00,"-0.0346,0.6967,-0.5656,-0.5225,0.8018,-0.2809,0.8987,0.8192"
244,"Azul: Harbor","Designed for expert optimization tables, Azul: Harbor channels guild conspiracies into a ruleset that stays readable while outcomes stay unpredictable. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 7 escalating complications. Because scoring vectors drift over time, tables that over-specialize early often get punished once Cards effects begin stacking. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Solo|Cards|Dice","Deck Building",67.99,2,9,54,"Indigo Forge","Akira Flynn",1992,/images/fixtures/game_0244.png,2026-03-24T21:53:14+00:00,2026-03-26T10:29:41+00:00,"-0.7893,0.5537,-0.5484,-0.9257,-0.9937,0.1057,0.4796,-0.4979"
245,"Tatari Pacey","Designed for campaign-first tables, Tatari Pacey channels mythic restoration into a ruleset that stays readable while outcomes stay unpredictable. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 8 escalating complications. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Tile Laying|Miniatures|Legacy",Family,88.46,2,10,63,"Silver Oak Studio","Soraya Kline",2016,/images/fixtures/game_0245.png,2026-01-15T10:25:25+00:00,2026-03-26T10:29:41+00:00,"-0.3036,-0.3973,-0.2155,-0.7445,0.7808,0.5838,-0.3983,-0.218"
246,"Trio: Kingdom","At its core, Trio: Kingdom is a Strategy design where Tile Laying, Engine Building and Legacy mechanisms collide with programmed actions pacing for 2–7 players groups. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 24 tiles and layered markers support deep positional planning. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. If your table likes post-game debriefs, Trio: Kingdom will spark them—nearly every finale feels earned, messy, and memorable.",,"Tile Laying|Engine Building|Legacy",Strategy,82.05,1,5,36,"Silver Oak Studio","Soraya Kline",2014,/images/fixtures/game_0246.png,2025-06-27T00:31:53+00:00,2026-03-26T10:29:41+00:00,"-0.492,-0.5115,-0.4469,0.7346,-0.4757,-0.2583,-0.1372,0.0627"
247,"Trailblazers: Protocol","At its core, Trailblazers: Protocol is a Party design where Tile Laying, Miniatures, Dice and Legacy mechanisms collide with real-time bursts pacing for 1–6 players groups. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 82 minutes where adaptation beats scripted play. Because scoring vectors drift over time, tables that over-specialize early often get punished once Miniatures effects begin stacking. Few designs blend Party and Miniatures this smoothly while remaining approachable across varied player counts.",,"Tile Laying|Miniatures|Dice|Legacy",Party,79.76,3,5,170,"Nimbus Games","Elliot Mercer",2012,/images/fixtures/game_0247.png,2025-12-03T20:25:07+00:00,2026-03-26T10:29:41+00:00,"-0.645,0.302,0.8017,0.7226,0.1017,0.6367,-0.4101,-0.7509"
248,"Echoes against Council","At its core, Echoes against Council is a Abstract design where Dice and Engine Building mechanisms collide with sequential tactical turns pacing for 2–6 players groups. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Your group manages tight economies while chasing milestone bonuses; by chapter 3 the board can contain over 16 modular tiles. Because scoring vectors drift over time, tables that over-specialize early often get punished once Engine Building effects begin stacking. Veteran groups report that Echoes against Council shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Dice|Engine Building",Abstract,45.53,1,9,132,"Nimbus Games","Nico Valdez",1992,/images/fixtures/game_0248.png,2025-07-09T01:17:22+00:00,2026-03-26T10:29:41+00:00,"-0.2347,-0.0554,-0.6706,-0.3991,0.3274,-0.6996,0.6777,0.807"
249,"El Grande: Dynasty","Part campaign and part systems puzzle, El Grande: Dynasty asks 1–5 players players to master Abstract priorities under predictable pressure. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Campaign logs track table history, so failed gambits still unlock content; expect up to 9 relic-style upgrades that alter scoring priorities. A standout mechanic tied to Engine Building means even safe plans can collapse if opponents read your tempo one round ahead. If your table likes post-game debriefs, El Grande: Dynasty will spark them—nearly every finale feels earned, messy, and memorable.",,"Legacy|Cards|Engine Building|Miniatures",Abstract,28.40,3,7,67,"Clockwork Labs","Elliot Mercer",2022,/images/fixtures/game_0249.png,2026-01-23T22:13:10+00:00,2026-03-26T10:29:41+00:00,"0.8341,-0.6594,0.8595,0.6166,0.0562,0.2904,-0.0163,0.0982"
250,"Gang of Dice against Sanctum","At its core, Gang of Dice against Sanctum is a Strategy design where Miniatures and Tile Laying mechanisms collide with draft-and-resolve rounds pacing for 1–5 players groups. Economy rails are intentionally unstable: once players trigger threshold events, 8 new scoring hooks reshape optimal lines. Veteran groups report that Gang of Dice against Sanctum shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Miniatures|Tile Laying",Strategy,35.47,2,5,88,"Indigo Forge","Akira Flynn",2007,/images/fixtures/game_0250.png,2025-07-30T01:10:18+00:00,2026-03-26T10:29:41+00:00,"0.0525,-0.1174,0.6425,-0.9939,-0.4305,0.0521,0.4915,-0.8486"
251,"Trailblazers: Trio","Trailblazers: Trio blends Deck Building structure with Dice chaos, delivering 91-minute arcs where every decision compounds into later chapters. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 3 chapters, even small resource leaks become strategic liabilities. A standout mechanic tied to Dice means even safe plans can collapse if opponents read your tempo one round ahead. If your table likes post-game debriefs, Trailblazers: Trio will spark them—nearly every finale feels earned, messy, and memorable.",,Dice|Solo,"Deck Building",58.19,1,8,35,"Arcana Works","Elliot Mercer",2016,/images/fixtures/game_0251.png,2025-05-08T18:39:08+00:00,2026-03-26T10:29:41+00:00,"-0.5996,-0.4274,0.4554,-0.8866,0.2928,0.8824,-0.1384,-0.3182"
252,"Sunken Legacy","Built around Deck Building systems, Sunken Legacy pushes Campaign choices across 11 linked sessions and rewards tables that enjoy guild conspiracies. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Economy rails are intentionally unstable: once players trigger threshold events, 7 new scoring hooks reshape optimal lines. Few designs blend Deck Building and Campaign this smoothly while remaining approachable across varied player counts.",,"Engine Building|Campaign","Deck Building",88.06,3,8,146,"Nimbus Games","Akira Flynn",2015,/images/fixtures/game_0252.png,2025-04-10T12:21:01+00:00,2026-03-26T10:29:41+00:00,"-0.0768,0.1603,-0.6278,0.2027,-0.445,-0.5898,0.4725,0.2003"
253,"Captivating Nana","Captivating Nana opens like a classic Deck Building game, then quickly reveals Dice layers that reward long-form table memory. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 110 minutes where adaptation beats scripted play. A standout mechanic tied to Dice means even safe plans can collapse if opponents read your tempo one round ahead. If your table likes post-game debriefs, Captivating Nana will spark them—nearly every finale feels earned, messy, and memorable.",,"Dice|Engine Building","Deck Building",31.04,2,9,178,"Nimbus Games","Nico Valdez",1993,/images/fixtures/game_0253.png,2025-09-10T16:23:36+00:00,2026-03-26T10:29:41+00:00,"0.8846,-0.9315,-0.8692,-0.8835,0.5023,-0.6013,0.3386,-0.8209"
254,"Labyrinth against Observatory","Labyrinth against Observatory is a expert optimization Eurogame title for 2–5 players that leans into Dice, Cards, Engine Building and Miniatures and real-time bursts play. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 171 minutes where adaptation beats scripted play. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Dice|Cards|Engine Building|Miniatures",Eurogame,56.27,1,10,150,"Arcana Works","Akira Flynn",2003,/images/fixtures/game_0254.png,2025-12-01T19:23:21+00:00,2026-03-26T10:29:41+00:00,"0.5838,0.86,0.8223,0.1561,0.3615,0.5499,-0.9005,0.2554"
255,"Gang of Dice: El Grande","Part campaign and part systems puzzle, Gang of Dice: El Grande asks 1–6 players players to master Deck Building priorities under predictable pressure. Because scoring vectors drift over time, tables that over-specialize early often get punished once Legacy effects begin stacking. Action windows stay short, but consequence chains run long, especially in sessions around 131 minutes where adaptation beats scripted play. Win or lose, Gang of Dice: El Grande tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Dice|Tile Laying|Campaign|Legacy","Deck Building",29.18,1,9,78,"Indigo Forge","Soraya Kline",2020,/images/fixtures/game_0255.png,2026-03-15T18:08:58+00:00,2026-03-26T10:29:41+00:00,"-0.6428,0.3005,0.2002,0.5517,-0.2045,-0.1284,-0.5319,0.3953"
256,"Ra: Horizon","Part campaign and part systems puzzle, Ra: Horizon asks 1–4 players players to master Co-op priorities under swingy pressure. Campaign logs track table history, so failed gambits still unlock content; expect up to 6 relic-style upgrades that alter scoring priorities. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Dice|Miniatures",Co-op,75.90,4,10,127,"Arcana Works","Marcus Thorne",1994,/images/fixtures/game_0256.png,2025-07-03T03:07:19+00:00,2026-03-26T10:29:41+00:00,"-0.4705,-0.903,-0.1448,-0.4946,-0.3617,-0.0463,-0.4095,-0.2071"
257,"Ra Royal","Built around Party systems, Ra Royal pushes Campaign choices across 5 linked sessions and rewards tables that enjoy frontier diplomacy. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Your group manages tight economies while chasing milestone bonuses; by chapter 4 the board can contain over 19 modular tiles. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Campaign|Miniatures|Engine Building",Party,42.36,1,9,72,"Silver Oak Studio","Marcus Thorne",2020,/images/fixtures/game_0257.png,2025-04-23T15:11:37+00:00,2026-03-26T10:29:41+00:00,"0.6413,0.798,-0.9738,0.9003,-0.561,0.0666,0.1937,-0.7425"
258,"Vibrant Echoes","Designed for expert optimization tables, Vibrant Echoes channels frontier diplomacy into a ruleset that stays readable while outcomes stay unpredictable. Action windows stay short, but consequence chains run long, especially in sessions around 176 minutes where adaptation beats scripted play. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Engine Building|Dice",Abstract,31.68,2,8,172,"Silver Oak Studio","Lena Ortiz",2005,/images/fixtures/game_0258.png,2026-03-14T16:31:01+00:00,2026-03-26T10:29:41+00:00,"-0.2222,0.8926,0.0442,-0.0826,-0.4564,-0.7926,-0.5656,0.8247"
259,"Peacocks against Kingdom","Peacocks against Kingdom opens like a classic Deck Building game, then quickly reveals Campaign layers that reward long-form table memory. A standout mechanic tied to Campaign means even safe plans can collapse if opponents read your tempo one round ahead. Map states remain highly legible despite scale; by late game, up to 28 tiles and layered markers support deep positional planning. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Campaign|Cards","Deck Building",73.35,3,5,89,"Clockwork Labs","Akira Flynn",2010,/images/fixtures/game_0259.png,2025-04-08T17:00:31+00:00,2026-03-26T10:29:41+00:00,"0.1324,-0.6033,-0.6687,-0.0874,0.6889,0.1912,0.8619,-0.5045"
260,"Ethereal Trails","Part campaign and part systems puzzle, Ethereal Trails asks 2–3 players players to master Abstract priorities under scarce pressure. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 132 minutes where adaptation beats scripted play. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Only adaptable crews master Ethereal Trails, where neutral factions can be bribed to swing regional control and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Campaign|Dice",Abstract,43.89,2,10,49,"Silver Oak Studio","Marcus Thorne",1994,/images/fixtures/game_0260.png,2025-04-05T07:55:59+00:00,2026-03-26T10:29:41+00:00,"0.3017,-0.3415,-0.0904,0.2009,-0.5088,-0.7043,-0.9989,0.4355"
261,"Tatari Ironclad","At its core, Tatari Ironclad is a Party design where Legacy, Engine Building and Solo mechanisms collide with draft-and-resolve rounds pacing for 1–7 players groups. Map states remain highly legible despite scale; by late game, up to 18 tiles and layered markers support deep positional planning. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Legacy|Engine Building|Solo",Party,73.28,1,7,157,"Arcana Works","Nico Valdez",2024,/images/fixtures/game_0261.png,2025-11-19T14:04:57+00:00,2026-03-26T10:29:41+00:00,"0.3634,0.4013,0.0122,-0.198,-0.1994,-0.2292,-0.4207,-0.8638"
262,"El Grande without Championship","Part campaign and part systems puzzle, El Grande without Championship asks 2–3 players players to master Abstract priorities under tight pressure. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Your group manages tight economies while chasing milestone bonuses; by chapter 4 the board can contain over 21 modular tiles. Because scoring vectors drift over time, tables that over-specialize early often get punished once Campaign effects begin stacking. Only adaptable crews master El Grande without Championship, where the map physically changes every era and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Campaign|Dice|Cards",Abstract,30.91,3,9,35,"Nimbus Games","Akira Flynn",1992,/images/fixtures/game_0262.png,2025-08-18T18:18:45+00:00,2026-03-26T10:29:41+00:00,"0.3446,0.5297,-0.8772,0.5239,0.2766,0.4073,-0.081,-0.559"
263,"Ambitious Expedition","At its core, Ambitious Expedition is a Deck Building design where Campaign, Solo and Cards mechanisms collide with programmed actions pacing for 1–3 players groups. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Your group manages risk-loaded economies while chasing milestone bonuses; by chapter 3 the board can contain over 30 modular tiles. Only adaptable crews master Ambitious Expedition, where a hidden objective flips alliances at endgame and long-term planning matter as much as tactical brilliance.",,Campaign|Solo|Cards,"Deck Building",86.72,1,9,108,"Clockwork Labs","Soraya Kline",1993,/images/fixtures/game_0263.png,2025-06-24T04:00:59+00:00,2026-03-26T10:29:41+00:00,"-0.1966,0.9422,-0.0271,-0.1295,-0.2275,0.9973,0.2866,0.4737"
264,"Scout: Labyrinth","At its core, Scout: Labyrinth is a Co-op design where Solo, Miniatures, Dice and Cards mechanisms collide with simultaneous planning pacing for 1–5 players groups. Your group manages scarce economies while chasing milestone bonuses; by chapter 4 the board can contain over 29 modular tiles. Only adaptable crews master Scout: Labyrinth, where neutral factions can be bribed to swing regional control and long-term planning matter as much as tactical brilliance.",,Solo|Miniatures|Dice|Cards,Co-op,76.22,4,8,85,"Nimbus Games","Lena Ortiz",2004,/images/fixtures/game_0264.png,2025-08-11T16:35:36+00:00,2026-03-26T10:29:41+00:00,"-0.9687,-0.4132,-0.0843,-0.2334,0.4295,-0.6532,-0.0141,-0.0305"
265,"Captivating Expedition","Captivating Expedition opens like a classic Eurogame game, then quickly reveals Dice layers that reward long-form table memory. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Veteran groups report that Captivating Expedition shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Dice|Legacy",Eurogame,62.32,2,5,135,"Nimbus Games","Soraya Kline",2000,/images/fixtures/game_0265.png,2025-04-03T15:29:30+00:00,2026-03-26T10:29:41+00:00,"0.0714,-0.5085,-0.7554,-0.0433,0.129,0.7068,-0.2952,-0.7089"
266,"Ra: Tigris and Euphrates","Built around Party systems, Ra: Tigris and Euphrates pushes Tile Laying choices across 7 linked sessions and rewards tables that enjoy political intrigue. Action windows stay short, but consequence chains run long, especially in sessions around 100 minutes where adaptation beats scripted play. Veteran groups report that Ra: Tigris and Euphrates shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Campaign|Engine Building|Tile Laying",Party,33.84,2,5,117,"Indigo Forge","Soraya Kline",2020,/images/fixtures/game_0266.png,2026-03-17T22:39:43+00:00,2026-03-26T10:29:41+00:00,"-0.5348,-0.3117,0.5772,0.928,0.2614,0.5361,-0.6703,-0.003"
267,"Obsidian Dynasty","Built around Eurogame systems, Obsidian Dynasty pushes Miniatures choices across 11 linked sessions and rewards tables that enjoy expedition survival. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Your group manages attritional economies while chasing milestone bonuses; by chapter 3 the board can contain over 14 modular tiles. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Solo|Miniatures,Eurogame,68.48,4,9,164,"Indigo Forge","Nico Valdez",2003,/images/fixtures/game_0267.png,2025-12-10T13:21:54+00:00,2026-03-26T10:29:41+00:00,"0.6901,-0.6962,-0.5207,0.2229,0.3468,-0.3719,-0.6412,-0.895"
268,"Trailblazers Ambitious","Part campaign and part systems puzzle, Trailblazers Ambitious asks 1–5 players players to master Eurogame priorities under feast-or-famine pressure. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Your group manages feast-or-famine economies while chasing milestone bonuses; by chapter 4 the board can contain over 14 modular tiles. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. If your table likes post-game debriefs, Trailblazers Ambitious will spark them—nearly every finale feels earned, messy, and memorable.",,"Engine Building|Cards|Tile Laying",Eurogame,86.54,1,5,158,"Nimbus Games","Nico Valdez",1993,/images/fixtures/game_0268.png,2025-06-20T17:37:35+00:00,2026-03-26T10:29:41+00:00,"-0.5413,-0.1175,-0.9763,-0.6825,0.3877,0.1858,0.9687,-0.3283"
269,"Zoo Vadis Festival","Zoo Vadis Festival is a campaign-first Co-op title for 2–7 players that leans into Engine Building, Solo, Tile Laying and Dice and programmed actions play. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Engine Building|Solo|Tile Laying|Dice",Co-op,58.35,4,7,51,"Nimbus Games","Soraya Kline",2009,/images/fixtures/game_0269.png,2025-05-21T11:34:04+00:00,2026-03-26T10:29:41+00:00,"0.8655,-0.1178,-0.5807,0.4383,-0.2288,-0.8734,0.2602,0.9312"
270,"Silos Ethereal","Silos Ethereal frames expedition survival as a living sandbox: each scenario escalates pressure while 2–6 players teams improvise around shifting incentives. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 6 new scoring hooks reshape optimal lines. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Only adaptable crews master Silos Ethereal, where weather tracks alter core action costs between rounds and long-term planning matter as much as tactical brilliance.",,Cards|Solo,Strategy,49.20,1,10,109,"Silver Oak Studio","Akira Flynn",1997,/images/fixtures/game_0270.png,2025-05-27T15:36:52+00:00,2026-03-26T10:29:41+00:00,"-0.5125,0.5972,0.8034,0.1825,-0.9651,-0.8664,0.3593,-0.2204"
271,"Gang of Dice Ethereal","At its core, Gang of Dice Ethereal is a Thematic design where Dice, Campaign, Miniatures and Solo mechanisms collide with simultaneous planning pacing for 1–4 players groups. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Round structure forces meaningful tradeoffs between tempo and efficiency; over 3 chapters, even small resource leaks become strategic liabilities. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Dice|Campaign|Miniatures|Solo,Thematic,23.72,2,7,166,"Indigo Forge","Lena Ortiz",2001,/images/fixtures/game_0271.png,2026-02-24T15:01:46+00:00,2026-03-26T10:29:41+00:00,"0.801,-0.2607,-0.1914,0.72,0.6797,0.8616,0.3647,0.0366"
272,"Silos: Chronicles","Part campaign and part systems puzzle, Silos: Chronicles asks 1–5 players players to master Abstract priorities under swingy pressure. Campaign logs track table history, so failed gambits still unlock content; expect up to 3 relic-style upgrades that alter scoring priorities. Few designs blend Abstract and Tile Laying this smoothly while remaining approachable across varied player counts.",,"Miniatures|Solo|Tile Laying|Dice",Abstract,71.67,2,6,136,"Nimbus Games","Soraya Kline",1994,/images/fixtures/game_0272.png,2025-09-20T07:27:56+00:00,2026-03-26T10:29:41+00:00,"0.2211,0.0295,0.5776,-0.5121,-0.9909,-0.8502,-0.2163,0.3206"
273,"Ichor: Echoes","Designed for newcomer-friendly tables, Ichor: Echoes channels political intrigue into a ruleset that stays readable while outcomes stay unpredictable. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 14 tiles and layered markers support deep positional planning. Because scoring vectors drift over time, tables that over-specialize early often get punished once Engine Building effects begin stacking. Win or lose, Ichor: Echoes tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Engine Building|Cards|Solo|Miniatures","Deck Building",69.95,4,10,148,"Nimbus Games","Nico Valdez",1994,/images/fixtures/game_0273.png,2025-04-30T15:37:49+00:00,2026-03-26T10:29:41+00:00,"-0.3999,0.6142,0.5231,0.5544,0.4052,-0.7197,-0.3754,-0.1671"
274,"Dominion beyond Vault","Dominion beyond Vault opens like a classic Strategy game, then quickly reveals Engine Building layers that reward long-form table memory. Your group manages attritional economies while chasing milestone bonuses; by chapter 5 the board can contain over 26 modular tiles. Win or lose, Dominion beyond Vault tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Engine Building|Solo",Strategy,29.44,3,6,92,"Arcana Works","Elliot Mercer",2007,/images/fixtures/game_0274.png,2025-12-09T21:33:48+00:00,2026-03-26T10:29:41+00:00,"-0.7675,0.0937,0.2927,-0.8625,-0.3154,-0.0671,-0.4119,-0.8675"
275,"Tatari: Labyrinth","Built around Abstract systems, Tatari: Labyrinth pushes Legacy choices across 8 linked sessions and rewards tables that enjoy guild conspiracies. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 5 escalating complications. If your table likes post-game debriefs, Tatari: Labyrinth will spark them—nearly every finale feels earned, messy, and memorable.",,Legacy|Campaign,Abstract,75.64,4,10,145,"Nimbus Games","Lena Ortiz",1994,/images/fixtures/game_0275.png,2025-05-31T15:37:32+00:00,2026-03-26T10:29:41+00:00,"-0.7843,-0.8565,-0.9073,0.1187,0.5746,0.8179,-0.5421,0.3094"
276,"Astral Nebula","Built around Thematic systems, Astral Nebula pushes Miniatures choices across 4 linked sessions and rewards tables that enjoy city-building tension. By mid-campaign, 6 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Miniatures|Tile Laying",Thematic,28.46,1,5,135,"Arcana Works","Marcus Thorne",2002,/images/fixtures/game_0276.png,2025-07-04T05:21:45+00:00,2026-03-26T10:29:41+00:00,"0.4629,0.6036,0.6303,-0.1119,0.2457,-0.8202,0.2839,0.5421"
277,"Pacey Inis","Part campaign and part systems puzzle, Pacey Inis asks 1–8 players players to master Thematic priorities under risk-loaded pressure. Because scoring vectors drift over time, tables that over-specialize early often get punished once Dice effects begin stacking. Round structure forces meaningful tradeoffs between tempo and efficiency; over 3 chapters, even small resource leaks become strategic liabilities. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Dice|Legacy,Thematic,70.78,1,9,73,"Silver Oak Studio","Elliot Mercer",1997,/images/fixtures/game_0277.png,2025-08-28T06:14:46+00:00,2026-03-26T10:29:41+00:00,"-0.6165,0.7879,-0.3878,-0.8468,-0.1641,-0.8007,-0.2402,0.8821"
