id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
589,"Chronicles for Sanctum","Chronicles for Sanctum blends Strategy structure with Miniatures chaos, delivering 40-minute arcs where every decision compounds into later chapters. Action windows stay short, but consequence chains run long, especially in sessions around 40 minutes where adaptation beats scripted play. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Miniatures|Tile Laying|Campaign|Solo",Strategy,87.22,1,8,47,"Silver Oak Studio","Nico Valdez",1995,/images/fixtures/game_0589.png,2026-03-08T10:11:12+00:00,2026-03-25T06:22:59+00:00,"0.9061,0.3487,0.6703,0.3429,-0.1597,0.627,-0.7612,0.3382"
590,"Cunning El Grande","Cunning El Grande blends Deck Building structure with Legacy chaos, delivering 63-minute arcs where every decision compounds into later chapters. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Map states remain highly legible despite scale; by late game, up to 22 tiles and layered markers support deep positional planning. Win or lose, Cunning El Grande tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Campaign|Cards|Legacy,"Deck Building",81.27,3,6,57,"Indigo Forge","Elliot Mercer",2013,/images/fixtures/game_0590.png,2025-04-19T01:07:17+00:00,2026-03-25T06:22:59+00:00,"-0.0925,0.5818,-0.2568,-0.7793,-0.1183,-0.4635,0.389,-0.549"
591,"Gang of Dice Epic","Gang of Dice Epic is a campaign-first Family title for 2–4 players that leans into Dice, Campaign, Solo and Miniatures and real-time bursts play. Action windows stay short, but consequence chains run long, especially in sessions around 157 minutes where adaptation beats scripted play. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Dice|Campaign|Solo|Miniatures,Family,73.23,1,5,118,"Nimbus Games","Soraya Kline",2014,/images/fixtures/game_0591.png,2026-01-27T06:33:54+00:00,2026-03-25T06:22:59+00:00,"0.9366,-0.9029,0.8045,-0.0831,-0.4472,-0.0724,-0.6182,0.3319"
592,"Inis: Concord","Inis: Concord opens like a classic Family game, then quickly reveals Solo layers that reward long-form table memory. Your group manages tight economies while chasing milestone bonuses; by chapter 4 the board can contain over 18 modular tiles. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Tile Laying|Dice|Solo",Family,55.27,1,5,129,"Nimbus Games","Marcus Thorne",2022,/images/fixtures/game_0592.png,2025-12-30T04:11:59+00:00,2026-03-25T06:22:59+00:00,"-0.85,0.5812,-0.8229,-0.7184,0.8657,0.6294,0.3553,-0.371"
593,"Azul Obsidian","Built around Co-op systems, Azul Obsidian pushes Engine Building choices across 10 linked sessions and rewards tables that enjoy mythic restoration. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Miniatures|Engine Building|Solo",Co-op,54.41,4,6,104,"Arcana Works","Nico Valdez",2020,/images/fixtures/game_0593.png,2026-01-10T18:30:15+00:00,2026-03-25T06:22:59+00:00,"-0.8497,-0.141,-0.4492,-0.3013,-0.7919,0.6375,0.1078,-0.944"
594,"Ironclad Dynasty","Built around Co-op systems, Ironclad Dynasty pushes Legacy choices across 13 linked sessions and rewards tables that enjoy political intrigue. A standout mechanic tied to Legacy means even safe plans can collapse if opponents read your tempo one round ahead. By mid-campaign, 4 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Cards|Engine Building|Solo|Legacy",Co-op,64.63,4,9,87,"Arcana Works","Nico Valdez",2012,/images/fixtures/game_0594.png,2025-08-22T18:48:32+00:00,2026-03-25T06:22:59+00:00,"0.8144,-0.8775,0.104,-0.6023,0.1723,-0.2992,0.0004,-0.2755"
595,"Scout Hidden","At its core, Scout Hidden is a Thematic design where Solo, Dice and Engine Building mechanisms collide with initiative bidding pacing for 2–4 players groups. By mid-campaign, 8 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Win or lose, Scout Hidden tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Solo|Dice|Engine Building",Thematic,67.60,2,7,108,"Indigo Forge","Lena Ortiz",1990,/images/fixtures/game_0595.png,2025-05-10T13:33:25+00:00,2026-03-25T06:22:59+00:00,"0.2616,-0.9615,-0.8792,0.1888,-0.3105,0.6392,0.8441,-0.4654"
596,"Wily Silos","Wily Silos frames mythic restoration as a living sandbox: each scenario escalates pressure while 1–5 players teams improvise around shifting incentives. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. If your table likes post-game debriefs, Wily Silos will spark them—nearly every finale feels earned, messy, and memorable.",,"Legacy|Solo|Engine Building",Party,38.96,3,6,90,"Indigo Forge","Lena Ortiz",2011,/images/fixtures/game_0596.png,2025-06-10T19:44:40+00:00,2026-03-25T06:22:59+00:00,"0.7107,-0.8166,0.623,-0.2879,-0.5806,0.4032,-0.301,-0.9717"
597,"Dominion of Gang of Dice","Designed for newcomer-friendly tables, Dominion of Gang of Dice channels political intrigue into a ruleset that stays readable while outcomes stay unpredictable. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Action windows stay short, but consequence chains run long, especially in sessions around 176 minutes where adaptation beats scripted play. Only adaptable crews master Dominion of Gang of Dice, where the map physically changes every era and long-term planning matter as much as tactical brilliance.",,"Campaign|Solo|Miniatures|Engine Building",Co-op,72.59,3,9,105,"Arcana Works","Akira Flynn",2022,/images/fixtures/game_0597.png,2025-05-19T08:54:09+00:00,2026-03-25T06:22:59+00:00,"-0.5123,0.9584,-0.0576,0.204,0.8682,-0.1975,0.8135,-0.0134"
598,"Arena beyond Voyage","Designed for campaign-first tables, Arena beyond Voyage channels city-building tension into a ruleset that stays readable while outcomes stay unpredictable. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Solo",Strategy,85.44,1,8,93,"Indigo Forge","Soraya Kline",2000,/images/fixtures/game_0598.png,2025-08-30T04:01:34+00:00,2026-03-25T06:22:59+00:00,"-0.8945,0.2317,-0.9297,-0.1535,-0.1041,0.3935,-0.823,-0.9785"
599,"Festival Guild","Festival Guild is a brain-burner Deck Building title for 2–4 players that leans into Cards, Tile Laying and Campaign and programmed actions play. Because scoring vectors drift over time, tables that over-specialize early often get punished once Tile Laying effects begin stacking. Round structure forces meaningful tradeoffs between tempo and efficiency; over 6 chapters, even small resource leaks become strategic liabilities. Only adaptable crews master Festival Guild, where legacy stickers permanently buff underused strategies and long-term planning matter as much as tactical brilliance.",,"Cards|Tile Laying|Campaign","Deck Building",26.67,1,9,93,"Clockwork Labs","Nico Valdez",2019,/images/fixtures/game_0599.png,2026-02-28T07:54:31+00:00,2026-03-25T06:22:59+00:00,"-0.2199,0.7729,0.7294,-0.0178,0.9362,-0.5243,0.6443,-0.9432"
600,"Radiant My City","Radiant My City blends Family structure with Tile Laying chaos, delivering 99-minute arcs where every decision compounds into later chapters. Because scoring vectors drift over time, tables that over-specialize early often get punished once Tile Laying effects begin stacking. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Tile Laying|Campaign",Family,72.53,1,8,87,"Arcana Works","Elliot Mercer",1990,/images/fixtures/game_0600.png,2025-11-17T20:01:28+00:00,2026-03-25T06:22:59+00:00,"0.6004,-0.1789,0.8576,0.5466,-0.6126,0.1886,-0.2219,-0.1327"
601,"Orbit Competitive","At its core, Orbit Competitive is a Strategy design where Legacy, Miniatures, Dice and Tile Laying mechanisms collide with initiative bidding pacing for 2–6 players groups. Because scoring vectors drift over time, tables that over-specialize early often get punished once Dice effects begin stacking. Core turns revolve around initiative bidding: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Legacy|Miniatures|Dice|Tile Laying",Strategy,77.88,1,8,68,"Nimbus Games","Marcus Thorne",2014,/images/fixtures/game_0601.png,2026-01-16T05:14:08+00:00,2026-03-25T06:22:59+00:00,"-0.6124,-0.7437,-0.3349,0.7221,-0.4889,-0.4526,0.0823,0.5845"
602,"Ego Mythic","Designed for mid-weight hobby tables, Ego Mythic channels guild conspiracies into a ruleset that stays readable while outcomes stay unpredictable. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. By mid-campaign, 5 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Veteran groups report that Ego Mythic shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Dice",Party,72.56,4,8,53,"Clockwork Labs","Akira Flynn",1997,/images/fixtures/game_0602.png,2026-02-21T05:27:31+00:00,2026-03-25T06:22:59+00:00,"-0.9437,0.6846,0.8473,0.2175,0.3087,-0.0029,0.1637,0.821"
603,"Scout Negotiation","Scout Negotiation blends Party structure with Miniatures chaos, delivering 131-minute arcs where every decision compounds into later chapters. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Your group manages volatile economies while chasing milestone bonuses; by chapter 6 the board can contain over 26 modular tiles. Win or lose, Scout Negotiation tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Engine Building|Cards|Miniatures",Party,72.59,4,10,36,"Nimbus Games","Marcus Thorne",2002,/images/fixtures/game_0603.png,2026-02-17T16:42:24+00:00,2026-03-25T06:22:59+00:00,"-0.3246,0.1503,-0.7587,-0.8365,0.4087,0.0166,0.3405,-0.6841"
604,"Orbit Clackety","Orbit Clackety frames political intrigue as a living sandbox: each scenario escalates pressure while 2–5 players teams improvise around shifting incentives. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 8 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Cards|Dice,Strategy,53.81,2,8,74,"Arcana Works","Marcus Thorne",1990,/images/fixtures/game_0604.png,2025-10-20T03:14:09+00:00,2026-03-25T06:22:59+00:00,"0.1923,-0.4343,0.1515,-0.5606,-0.8092,-0.4086,-0.8425,0.1199"
605,"El Grande Obsidian","El Grande Obsidian blends Party structure with Legacy chaos, delivering 128-minute arcs where every decision compounds into later chapters. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. By mid-campaign, 5 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Only adaptable crews master El Grande Obsidian, where players vote to rewrite one core rule each chapter and long-term planning matter as much as tactical brilliance.",,"Engine Building|Legacy",Party,60.06,3,5,96,"Clockwork Labs","Akira Flynn",2013,/images/fixtures/game_0605.png,2025-05-27T19:55:47+00:00,2026-03-25T06:22:59+00:00,"-0.7404,-0.1438,0.3874,-0.3845,-0.6557,-0.0002,0.6773,-0.7256"
606,"Ancient Tigris and Euphrates","Ancient Tigris and Euphrates blends Strategy structure with Solo chaos, delivering 165-minute arcs where every decision compounds into later chapters. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Solo|Miniatures,Strategy,23.93,1,8,109,"Clockwork Labs","Elliot Mercer",2016,/images/fixtures/game_0606.png,2025-12-31T08:25:34+00:00,2026-03-25T06:22:59+00:00,"-0.0422,-0.764,0.8948,0.3364,-0.8696,0.2443,0.839,-0.196"
607,"Orbit: Maze","Part campaign and part systems puzzle, Orbit: Maze asks 1–3 players players to master Eurogame priorities under attritional pressure. Action windows stay short, but consequence chains run long, especially in sessions around 113 minutes where adaptation beats scripted play. Only adaptable crews master Orbit: Maze, where a shared market board rewards temporary cooperation and long-term planning matter as much as tactical brilliance.",,"Solo|Engine Building|Cards",Eurogame,35.87,4,9,122,"Arcana Works","Lena Ortiz",2020,/images/fixtures/game_0607.png,2025-10-04T05:29:54+00:00,2026-03-25T06:22:59+00:00,"-0.0384,-0.2056,-0.4064,0.8392,-0.9346,0.5876,-0.1196,0.6889"
608,"Legion under Comet","Legion under Comet opens like a classic Abstract game, then quickly reveals Solo layers that reward long-form table memory. Action windows stay short, but consequence chains run long, especially in sessions around 43 minutes where adaptation beats scripted play. Win or lose, Legion under Comet tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Solo|Dice,Abstract,30.29,1,6,175,"Indigo Forge","Akira Flynn",1998,/images/fixtures/game_0608.png,2025-08-04T15:45:19+00:00,2026-03-25T06:22:59+00:00,"0.7566,0.5012,0.4672,-0.0812,0.4192,0.6837,0.6517,0.9949"
609,"Zoo Vadis without Kingdom","Zoo Vadis without Kingdom blends Deck Building structure with Tile Laying chaos, delivering 41-minute arcs where every decision compounds into later chapters. Map states remain highly legible despite scale; by late game, up to 15 tiles and layered markers support deep positional planning. Win or lose, Zoo Vadis without Kingdom tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Engine Building|Campaign|Solo|Tile Laying","Deck Building",28.36,4,9,91,"Silver Oak Studio","Nico Valdez",2024,/images/fixtures/game_0609.png,2025-09-10T17:56:09+00:00,2026-03-25T06:22:59+00:00,"-0.1084,0.7747,-0.2555,0.7268,0.5182,-0.732,-0.3167,0.8603"
610,"Abstract Council","At its core, Abstract Council is a Deck Building design where Legacy, Miniatures and Dice mechanisms collide with draft-and-resolve rounds pacing for 1–4 players groups. By mid-campaign, 4 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Legacy|Miniatures|Dice,"Deck Building",89.57,3,8,157,"Nimbus Games","Nico Valdez",1993,/images/fixtures/game_0610.png,2025-04-12T07:39:33+00:00,2026-03-25T06:22:59+00:00,"-0.0197,-0.3969,-0.5649,-0.9312,0.4732,-0.9604,0.5817,0.3067"
611,"Inis: El Grande","At its core, Inis: El Grande is a Thematic design where Legacy, Cards, Solo and Miniatures mechanisms collide with real-time bursts pacing for 2–6 players groups. Action windows stay short, but consequence chains run long, especially in sessions around 116 minutes where adaptation beats scripted play. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Legacy|Cards|Solo|Miniatures,Thematic,73.66,2,6,154,"Clockwork Labs","Akira Flynn",1993,/images/fixtures/game_0611.png,2025-09-09T01:38:58+00:00,2026-03-25T06:22:59+00:00,"-0.6382,0.0184,0.1634,-0.937,0.2429,0.1173,0.0112,0.0852"
612,"Azul: Harbor","Designed for expert optimization tables, Azul: Harbor channels arcane rivalry into a ruleset that stays readable while outcomes stay unpredictable. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 118 minutes where adaptation beats scripted play. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Few designs blend Thematic and Dice this smoothly while remaining approachable across varied player counts.",,Campaign|Dice|Solo,Thematic,68.07,1,7,97,"Arcana Works","Elliot Mercer",2013,/images/fixtures/game_0612.png,2025-04-21T17:50:33+00:00,2026-03-25T06:22:59+00:00,"-0.5333,-0.4949,0.7258,-0.9833,-0.412,0.7265,0.3592,0.3605"
613,"Dominion of Peacocks","Dominion of Peacocks frames political intrigue as a living sandbox: each scenario escalates pressure while 2–6 players teams improvise around shifting incentives. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Cards|Solo,"Deck Building",47.87,4,8,148,"Indigo Forge","Marcus Thorne",2007,/images/fixtures/game_0613.png,2026-02-11T21:46:40+00:00,2026-03-25T06:22:59+00:00,"-0.7483,-0.3295,-0.3931,0.7383,0.544,0.0375,-0.1644,-0.8412"
614,"Inis Hidden","Built around Co-op systems, Inis Hidden pushes Campaign choices across 7 linked sessions and rewards tables that enjoy mythic restoration. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Map states remain highly legible despite scale; by late game, up to 30 tiles and layered markers support deep positional planning. Only adaptable crews master Inis Hidden, where discarded cards return as global events and long-term planning matter as much as tactical brilliance.",,Miniatures|Campaign,Co-op,51.90,3,10,135,"Arcana Works","Akira Flynn",2018,/images/fixtures/game_0614.png,2025-09-24T15:22:59+00:00,2026-03-25T06:22:59+00:00,"-0.9891,-0.6679,-0.4234,-0.3191,0.7339,-0.3005,-0.9501,0.9764"
615,"Trio Ironclad","Built around Strategy systems, Trio Ironclad pushes Tile Laying choices across 4 linked sessions and rewards tables that enjoy city-building tension. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. If your table likes post-game debriefs, Trio Ironclad will spark them—nearly every finale feels earned, messy, and memorable.",,"Miniatures|Campaign|Tile Laying",Strategy,62.68,2,10,163,"Indigo Forge","Nico Valdez",2006,/images/fixtures/game_0615.png,2025-08-10T22:17:20+00:00,2026-03-25T06:22:59+00:00,"0.4867,-0.532,-0.8448,-0.5554,-0.0638,0.6288,-0.9635,-0.8969"
616,"Hidden Zoo Vadis","Built around Co-op systems, Hidden Zoo Vadis pushes Miniatures choices across 13 linked sessions and rewards tables that enjoy expedition survival. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. By mid-campaign, 3 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Only adaptable crews master Hidden Zoo Vadis, where discarded cards return as global events and long-term planning matter as much as tactical brilliance.",,"Dice|Engine Building|Miniatures",Co-op,53.83,1,10,170,"Nimbus Games","Elliot Mercer",2000,/images/fixtures/game_0616.png,2025-04-04T13:44:13+00:00,2026-03-25T06:22:59+00:00,"-0.1113,0.3301,0.0686,-0.0292,0.9398,-0.218,-0.0885,-0.9658"
617,"Nana Cutthroat","Built around Family systems, Nana Cutthroat pushes Miniatures choices across 4 linked sessions and rewards tables that enjoy city-building tension. Campaign logs track table history, so failed gambits still unlock content; expect up to 10 relic-style upgrades that alter scoring priorities. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Legacy|Miniatures|Tile Laying",Family,89.41,4,6,86,"Silver Oak Studio","Akira Flynn",2000,/images/fixtures/game_0617.png,2025-06-22T06:54:58+00:00,2026-03-25T06:22:59+00:00,"-0.6183,0.4856,0.0463,0.7728,-0.6907,-0.3208,-0.4204,0.0128"
618,"Ego Royal","Designed for newcomer-friendly tables, Ego Royal channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. By mid-campaign, 3 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Only adaptable crews master Ego Royal, where neutral factions can be bribed to swing regional control and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Campaign|Solo",Party,35.23,2,6,45,"Clockwork Labs","Lena Ortiz",1995,/images/fixtures/game_0618.png,2025-10-04T22:56:52+00:00,2026-03-25T06:22:59+00:00,"0.3371,-0.6091,0.1327,0.2378,0.2958,0.2448,0.9295,0.1093"
619,"Mythic Chronicles","Built around Strategy systems, Mythic Chronicles pushes Miniatures choices across 6 linked sessions and rewards tables that enjoy expedition survival. Action windows stay short, but consequence chains run long, especially in sessions around 179 minutes where adaptation beats scripted play. Few designs blend Strategy and Miniatures this smoothly while remaining approachable across varied player counts.",,Miniatures|Solo,Strategy,43.33,1,10,58,"Clockwork Labs","Marcus Thorne",2018,/images/fixtures/game_0619.png,2025-08-25T20:17:27+00:00,2026-03-25T06:22:59+00:00,"-0.7973,-0.7681,-0.2407,-0.308,-0.7532,0.0085,0.5457,-0.32"
620,"Heat against Dominion","Part campaign and part systems puzzle, Heat against Dominion asks 1–8 players players to master Deck Building priorities under feast-or-famine pressure. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Economy rails are intentionally unstable: once players trigger threshold events, 6 new scoring hooks reshape optimal lines. Win or lose, Heat against Dominion tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Campaign|Cards,"Deck Building",31.56,4,9,49,"Nimbus Games","Akira Flynn",1994,/images/fixtures/game_0620.png,2026-01-11T17:36:25+00:00,2026-03-25T06:22:59+00:00,"0.084,-0.7255,-0.6882,-0.7167,-0.6732,0.8427,0.0052,0.4524"
621,"Orbit Legendary","Orbit Legendary blends Deck Building structure with Campaign chaos, delivering 49-minute arcs where every decision compounds into later chapters. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Map states remain highly legible despite scale; by late game, up to 15 tiles and layered markers support deep positional planning. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Solo|Campaign,"Deck Building",43.03,2,9,105,"Nimbus Games","Lena Ortiz",2002,/images/fixtures/game_0621.png,2026-01-01T04:09:39+00:00,2026-03-25T06:22:59+00:00,"0.9756,-0.0414,-0.5388,0.5566,0.4998,-0.8486,0.1469,0.7281"
622,"Monolith for Scout","Designed for newcomer-friendly tables, Monolith for Scout channels arcane rivalry into a ruleset that stays readable while outcomes stay unpredictable. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 8 escalating complications. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Only adaptable crews master Monolith for Scout, where players vote to rewrite one core rule each chapter and long-term planning matter as much as tactical brilliance.",,"Cards|Tile Laying|Legacy|Engine Building",Abstract,43.01,1,5,75,"Clockwork Labs","Marcus Thorne",2005,/images/fixtures/game_0622.png,2025-07-02T01:27:25+00:00,2026-03-25T06:22:59+00:00,"0.0451,-0.5099,-0.7542,0.5684,-0.7687,0.5205,0.7269,0.8214"
623,"El Grande Competitive","Part campaign and part systems puzzle, El Grande Competitive asks 2–4 players players to master Strategy priorities under swingy pressure. Because scoring vectors drift over time, tables that over-specialize early often get punished once Engine Building effects begin stacking. Map states remain highly legible despite scale; by late game, up to 13 tiles and layered markers support deep positional planning. Only adaptable crews master El Grande Competitive, where a reputation system unlocks asymmetric late-game powers and long-term planning matter as much as tactical brilliance.",,"Miniatures|Engine Building",Strategy,81.49,4,5,168,"Nimbus Games","Lena Ortiz",2020,/images/fixtures/game_0623.png,2026-01-02T03:20:56+00:00,2026-03-25T06:22:59+00:00,"-0.3877,0.0318,0.5249,-0.4014,-0.1127,-0.8666,0.0011,0.2515"
624,"Silos Arcane","Silos Arcane opens like a classic Eurogame game, then quickly reveals Legacy layers that reward long-form table memory. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Action windows stay short, but consequence chains run long, especially in sessions around 102 minutes where adaptation beats scripted play. Few designs blend Eurogame and Legacy this smoothly while remaining approachable across varied player counts.",,Solo|Cards|Legacy|Campaign,Eurogame,22.97,2,8,75,"Indigo Forge","Soraya Kline",2007,/images/fixtures/game_0624.png,2026-01-17T04:12:23+00:00,2026-03-25T06:22:59+00:00,"-0.0362,0.2531,0.5517,-0.4739,-0.8334,-0.1907,-0.0426,0.5037"
625,"Ego Clackety","Designed for brain-burner tables, Ego Clackety channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Map states remain highly legible despite scale; by late game, up to 23 tiles and layered markers support deep positional planning. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Dice|Tile Laying|Solo",Co-op,46.11,3,10,162,"Arcana Works","Akira Flynn",1990,/images/fixtures/game_0625.png,2025-10-18T09:51:17+00:00,2026-03-25T06:22:59+00:00,"0.8952,-0.4703,-0.1067,0.1473,0.8947,-0.6096,0.7857,-0.3028"
626,"Heat Radiant","Heat Radiant blends Strategy structure with Miniatures chaos, delivering 164-minute arcs where every decision compounds into later chapters. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 6 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. A standout mechanic tied to Miniatures means even safe plans can collapse if opponents read your tempo one round ahead. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Miniatures|Tile Laying|Engine Building",Strategy,88.02,4,7,159,"Arcana Works","Soraya Kline",1994,/images/fixtures/game_0626.png,2025-04-08T18:03:27+00:00,2026-03-25T06:22:59+00:00,"0.6453,0.9612,0.9449,0.9891,-0.7428,0.2909,0.7783,0.9868"
627,"Kingdom under Tigris and Euphrates","Kingdom under Tigris and Euphrates is a newcomer-friendly Family title for 2–3 players that leans into Campaign and Engine Building and real-time bursts play. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Your group manages attritional economies while chasing milestone bonuses; by chapter 6 the board can contain over 29 modular tiles. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Campaign|Engine Building",Family,47.73,1,6,142,"Silver Oak Studio","Soraya Kline",2021,/images/fixtures/game_0627.png,2025-07-13T14:33:46+00:00,2026-03-25T06:22:59+00:00,"-0.8513,0.3444,0.638,0.193,-0.7525,0.7397,0.2659,-0.5889"
628,"Orbit: Caravan","Orbit: Caravan frames guild conspiracies as a living sandbox: each scenario escalates pressure while 2–6 players teams improvise around shifting incentives. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Campaign logs track table history, so failed gambits still unlock content; expect up to 4 relic-style upgrades that alter scoring priorities. If your table likes post-game debriefs, Orbit: Caravan will spark them—nearly every finale feels earned, messy, and memorable.",,"Dice|Tile Laying",Family,61.97,4,7,90,"Indigo Forge","Marcus Thorne",2003,/images/fixtures/game_0628.png,2025-12-24T01:50:54+00:00,2026-03-25T06:22:59+00:00,"0.6559,0.9093,0.5844,0.8215,0.7885,0.2139,0.4632,0.5777"
629,"Loops of Scout","Loops of Scout is a mid-weight hobby Family title for 1–8 players that leans into Tile Laying, Dice, Cards and Campaign and initiative bidding play. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Economy rails are intentionally unstable: once players trigger threshold events, 6 new scoring hooks reshape optimal lines. If your table likes post-game debriefs, Loops of Scout will spark them—nearly every finale feels earned, messy, and memorable.",,"Tile Laying|Dice|Cards|Campaign",Family,84.16,2,5,74,"Nimbus Games","Akira Flynn",2015,/images/fixtures/game_0629.png,2026-02-24T13:51:19+00:00,2026-03-25T06:22:59+00:00,"0.9669,0.3733,-0.1368,-0.1164,0.7158,0.3505,0.0101,0.6157"
630,"Guild without Vault","Guild without Vault is a expert optimization Thematic title for 1–7 players that leans into Miniatures and Cards and simultaneous planning play. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around simultaneous planning: commit actions, resolve conflicts, then pivot as event decks introduce 5 escalating complications. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Miniatures|Cards,Thematic,70.57,1,9,37,"Indigo Forge","Nico Valdez",2018,/images/fixtures/game_0630.png,2026-01-22T11:01:25+00:00,2026-03-25T06:22:59+00:00,"-0.4808,0.3488,-0.4969,-0.2973,0.9371,-0.1712,-0.8255,0.1691"
